id_direccion,Direccion,Referencia ,id_establecimiento,Parroquia;
200,MARISCAL SUCRE 12-19 TARQUI,EX CREA,200,EL BATÁN;
"201,SUCRE 10-50 Y GENERAL TORRES,,201,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"202,VIA AL CAJAS S/N S/N,,202,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
203,REMIGIO TAMARIZ 1-85,DETRAS DE LA IGLESIA EL CENACULO,203,EL SAGRARIO;
"204,BENIGNO MALO N.- 12-06 Y SANGURIMA,,204,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"205,BENIGNO VAZQUEZ 6-30 (RICAURTE),""SECTOR DOS CHORRERAS, A UN KILOMETRO DEL SANTUARIO DE LA VIRGEN"",205,SAYAUSÍ";
"206,BENIGNO VASQUEZ S/N (RICAURTE),,206,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"207,SIN NOMBRE SN 1RO DE SEPTIEMBRE,,207,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"208,BENIGNO MALO 6-29 Y JUAN JARAMILLO,,208,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"209,PRESIDENTE CORDOVA 9-72 Y PADRE AGUI,,209,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
210,JOSE PERALTA 3-95 Y ALFONSO CORDERO,,210,BAÑOS;
"211,GRAN COLOMBIA 20-59 LEON XIII,,211,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"212,MARIANO CUEVA 13-11,,212,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"213,Madrid 1-42 Av. España ,,213,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
214,HUAYNA CAPAC 4-57 ROCAFUERTE,IGLESIA DEL CORAZON DE JESUS,214,SAN SEBASTIÁN;
"215,FEDERICO PROAÑO 4-37 Y REMIGIO TAMARÍZ,,215,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"216,JUAN JARAMILLO 4-37 Y VARGAS MACHUCA,"" A partir del Terminal Terrestre, sale por la parte frontal del mismo a la Av. España, cruza al frente a la calle Madrid, camina por ésta una cuadra y media, y llega al Hostal. A partir del Aeropuerto, tiene que tomar la Av. España hasta el Redondel de la Chola Cuencana, dar un giro hasta volver a la Av. España, por el carril en el otro sentido, circular por este tres cuadras hasta llegar a la Calle Madrid, girar a la derecha, cuadra y media, hasta llegar al Hostal. "",216,TOTORACOCHA ";
"217,gran colombia 10-85 General torres,"" DESDE EL AEROPUERTO MARISCAL LAMAR O TERMINAL TERRESTRE, SE DEBE TOMAR LA AVENIDA ESPAÑA, HASTA EL REDONDEL DE LA CHOLA CUENCANA, DE ALLÍ DEBE TOMAR LA AVENIDA HUAYNA CAPAC A 50 METROS APROXIMADAMENTE DE ESTE REDONDEL A LA IZQUIERDA SE ENCUENTRA HOTEL MOISES. "",217,SAN BLAS";
"218,paucarbamba 5-09 luis moreno mora,,218,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"219,CALLE LARGA 3-82 CORONEL VARGAS MACHUCA,,219,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
220,REPUBLICA  2-50 GUAPONDELIG, frente a la iglesia de santo domingo ,220,EL SAGRARIO;
221,VIA A PATAMARCA Y PASEO RIO MACHANGARA, a dos cuadras de la Clinica Paucarbamba ,221,HUAYNACÁPAC;
222,PATIO DE COMIDA MONAY SHOPING,A UNA CUADRA DE LA IGLESIA DE TODOS SANTOS,222,EL SAGRARIO;
223,HERMANO MIGUEL 4-79 HONORATO VAZQUEZ, a dos cuadras del cementerio municipal ,223,SAN BLAS;
"224,AGUSTIN CUEVA VALLEJO 7-20 P.J. MATOVELLE,,224,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"225,ALFONSO CORDERO 2-93 MANUEL J. CALLE,,225,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
226,PAUCARBAMBA 4-114 Y ALFONSO MORENO,LA MERCED,226,EL SAGRARIO;
227,VARGAS MACHUCA 6-73 Y PRESIDENTE CORDOVA,DETRAS DE LA PISTA DE BICICROSS,227,SUCRE;
228,BAJADA DEL PADRON Y PASEO 3 DE NOVIEMBRE,SUPERMAXI DEL VERGEL,228,HUAYNACÁPAC;
"229,AV. JOSE PERALTA Y AV. DEL ESTADIO,,229,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"230,HERMANO MIGUEL 8-67 Y BOLIVAR,,230,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"231,AVENIDA GIL RAMIREZ DAVALOS 3-10 EL CHORRO,,231,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"232,AV LAS AMERICAS S/N AMAZONAS,,232,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"233,AV. UNIDAD NACIONAL Y AV. 3 DE NOVIEMBRE,,233,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
234,SIMON BOLIVAR 11-78 TARQUI,FRENTE AL TERMINAL TERRESTRE,234,EL VECINO;
235,FELIPE II S/N CIRCUNVALACION SUR, FRENTE AL MERCADO DEL ARENAL ,235,EL BATÁN;
"236,GONZALO CORDERO S/N AGUSTIN CUEVA,,236,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
237,RAFAEL TORRES BELTRAN 1-37 SANTIAGO CARRASCO, DIAGONAL A LA IGLESIA DEL CENACULO ,237,GIL RAMÍREZ DÁVALOS;
238,BOLIVAR 8-28 LUIS CORDERO, CENTRO COMERCIAL MALL DEL RIO ,238,YANUNCAY;
239,AV. ORDOÑEZ LASSO S/N HIGUERILLAS,SECTOR METROCAR,239,SUCRE;
240,FEDERICO MALO 1-261 TADEO TORRES, TRAS CLINICA PAUCARBAMBA ,240,HUAYNACÁPAC;
241,PADRE AGUIRRE Y MARISCAL LAMAR, JUNTO A LA GOBERNACIÓN ,241,EL SAGRARIO;
"242,""AUTOPISTA AZOGUES - CUENCA, CENTRO COEMERCIAL PLAZA SUR, LOCALES 6 Y 7"",FRENTE AL BANCO PICHINCHA,242,SAN SEBASTIÁN";
243,REMIGIO CRESPO Y JUAN IÑIGUES,JUNTO AL PARQUE DE LA MADRE.,243,HUAYNACÁPAC;
"244,BENIGNO MALO 5-34 Y CALLE LARGA,,244,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"245,DON BOSCO S/N FRANCISCO DE ORELLANA,,245,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"246,LOS HERVIDEROS  S/N ALFONSO CARRION HEREDIA,,246,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"247,AV. DEL ESTADIO 9094,,247,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
248,LUIS CORDERO 12-32 GASPAR SANGURIMA, SE ENCUENTRA UBICADO A 1 CUADRA DEL SUPERMAXI&nbsp DON BOSCO ,248,YANUNCAY;
249,CALLE LARGA 9-82 Y PADRE AGUIRRE, FRENTE A LA PUERTA POSTERIOR DE PIEDRA DE AGUA SPA ,249,BAÑOS;
"250,huaynacapac 3-60 sangurima,,250,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
251,5 DE FEBRERO 4-70 Y 3 DE NOVIEMBRE,EL SAGRARIO,251,EL SAGRARIO;
"252,AV. PASEO DE LOS CAÑARIS 5-32 YANAHURCO,,252,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
253,AV. ESPAÑA 2-27 NUÑEZ DE BONILLA, chola cuencana ,253,EL VECINO;
"254,LAS HERRERIAS  1-35 AV. 12 DE ABRIL,,254,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"255,LOS PINOS 1-100 AV ORDOÑEZ LAZO,"" El restaurant, está ubicado en la Av. Paseo de los Cañaris, a lado de la lavadora de carros. "",255,TOTORACOCHA ";
256,TURI,A UNA CUADRA DEL REDONDEL DE LA CHOLA CUENCANA,256,SAN BLAS;
257,AV. HURTADO DE MENDOZA 11-08 Y AV. PASEO DE LOS CAÑARIS, JUNTO A LA IGLESIA EL VERGEL ,257,HUAYNACÁPAC;
258,AV. 27 DE FEBRERO 6-42 ARTURO VALENCIA,A 6 CUADRAS DEL HOTEL ORO VERDE,258,SAN SEBASTIÁN;
"259,CALLE DEL PEREJIL S/N SECTOR PUMAYANGA,,259,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"260,JUAN JOSE FLORES S/N ALFREDO BAQUERIZO,,260,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
261,JUAN JARAMILLO 6-11 Y HERMANO MIGUEL,A CIENTO CINCUENTA METROS DE LA ESCUELA DE BOMBEROS,261,HUAYNACÁPAC;
"262,AV. DE LAS AMERICAS 3-69 Y ANTONIO VALLEJO,,262,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
263,PRESIDENTE CORDOVA 11-49 TARQUI,SEGURO ANTIGUO,263,SAN BLAS;
"264,AV DE LAS AMERICAS SN GRAN COLOMBIA,,264,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"265,JUAN MONTALVO 7-11 Y PRESIDENTE CORDOVA,,265,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
266,MARIANO CUEVA 7-21 PRESIDENTE CORDOVA, A 50 METROS DE LA PLAZOLETA SAN FRANCISCO ,266,SAN BLAS;
267,SUCRE  12-42 JUAN MONTALVO, FRENTE SUPERMAXI DE LAS AMERICAS ,267,SAN SEBASTIÁN;
"268,CALLE LARGA 11-07 Y GENERAL TORRES,,268,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"269,CALLE VIEJA 11-73 Y ELIA LIUT,"" SE PUEDE LLEGAR A PARTIR DEL AEROPUERTO O TERMINAL TERRESTRE, TOMANDO LA AV. ESPAÑA HASTA EL REDONDEL DE LA CHOLA CUENCANA, DE ALLI,&nbsp TOMANDO LA AV. HUAYNA CAPAC HASTA LA CALLE BOLIVAR,&nbsp  CUATRO CUADRAS HASTA LA CALLE MARIANO CUEVA, A LA IZQUIERDA, ANTES DE LLEGAR A LA INTERSECCION CON LA PRESIDENTE CORDOVA, A LA DERECHA SE ENCUENTRA HOTEL RÍOS DEL VALLE. "",269,EL SAGRARIO";
270,FEDERICO PROAÑO 3-64 Y HONORATO LOTOLA,DETRAS  DE LA  IGLESIA EL SENACULO,270,EL SAGRARIO;
"271,""FELIPE II Y CIRCUNVALACION SUR, C.C. MALL DEL RIO, PLANTA BAJA, """"ISLA"""""",,271,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"272,CHALLUABAMBA,,272,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"273,AV.12DE ABRIL Y FLOREANA,,273,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"274,CARLOS ARIZAGA VEGA E ISAURO RODRIGUEZ,,274,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"275,CALLE LARGA 8-41 LUIS CORDERO,,275,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"276,JULIO MATOVELLE Y TAMARIZ,,276,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"277,CARLOS QUINTO 312 ISABEL LA CATÓLICA,,277,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
278,PRESIDENTE CORDOVA 1-25,A MEDIA CUADRA DE LAS ESCALINATAS(JUANA DE ORO),278,EL SAGRARIO;
"279,BALTAZARA DE CALDERON 3-14 y MIGUEL HEREDIA,,279,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
280,AV. REMIGIO CRESPO S/N LATINOAMERICNA,FRENTE A LA ESCUELA VELASCO IBARRA,280,YANUNCAY;
"281,Remigio Crespo Toral s/n latinoamericana,,281,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"282,PRESIDENTE CORDOVA 5-24 Y MARIANO CUEVA,,282,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
283,MARISCAL SUCRE  3-50 TOMAS ORDOÑEZ,DIAGONAL REDONDEL LOS TETEMS,283,EL BATÁN;
284,HONORATO VASQUEZ 6-28 HERMANO MIGUEL, Sector los Totems en la Unidad Nacional. ,284,EL BATÁN;
"285,JOSÉ JOAQUÍN DE OLMEDO 3-92 AV. ESPAÑA,,285,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
286,PRESIDENTE CORDOVA 1-1140 Y MANUEL VEGA, Centro a dos cuadras del Parque Calderon ,286,EL SAGRARIO;
287,VIA A RICAURTE SECTOR 4 ESQUINAS,A UNA CUADRA DE LA IGLESIA LA MERCED,287,EL SAGRARIO;
288,GONZALEZ SUAREZ S/N RAYOLOMA,DETRÁS DEL BANCO DEL AUSTRO,288,SAN BLAS;
"289,JOSE PERALTA S/N CORNELIO MERCHAN,,289,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"290,""CULTURA COSANGA Y CULTURA JAMA COAQUE, SECTOR CHALLUABAMBA"",,290,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
291,BENIGNO MALO 6-55 PRESIDENTE CORDOVA, PATIO DE COMIDAS MONAY SHOPPING ,291,MONAY;
292,HERNANDO DE LA CRUZ 3-12 ESTEVEZ DE TORAL, PATIO DE COMIDAS CENTRO COMERCIAL MILLENIUN&nbsp  ,292,HUAYNACÁPAC;
"293,""VIA PRINCIPAL A CHIQUINTAD, SECTOR SAN ANDRES"",,293,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
294,AV. DE LAS AMERICAS Y ALFONSO ANDRADE,CENTRO,294,EL SAGRARIO;
295,PAUCARBAMBA 3-118 Y FRANCISCO SOJOS,IGLESIA DE SAN BLAS,295,SAN BLAS;
296,CALLE DEL OBRERO 5-16 Y ARMENILLAS,A UNA CUADRA DEL PARQUE DE LAS AMÉRICAS,296,BELLAVISTA;
"297,Mariscal Lamar 6-51 Hermano Miguel,,297,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"298,CAUPOLICAN Y YANAHURCO,,298,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"299,DE LA O.E.A. Q1 KINGSTON,,299,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"300,cultura cosanga s/n cultura chirije,,300,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
301,AV ORDOÑEZ LAZO KM 4, esta ubicado a media cuadra del mercado 9 de octubre ,301,EL SAGRARIO;
"302,AV HURTADO DE MENDOZA ,,302,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
303,LUIS CORDERO 21-74 Y AV DE LAS AMERICAS,A UNA CUADRA Y MEDIA DEL HOSPITAL JOSE CARRASCO ARTEAGA,303,MONAY;
304,calle larga 8-27 luis cordero, chaullubamba ,304,NULTI;
"305,CALLE LARGA 6-102 Y BORRERO,,305,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"306,ESTEVEZ DE TORAL 13/90 PIO BRAVO,,306,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"307,AGUSTIN CUEVA Y REMIGIO CRESPO,,307,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
308,REMIGIO CRESPO 1-10 Y AV. SOLANO, frente al mondya blue ,308,EL SAGRARIO;
"309,ESTEVES DE TORAL 8-91 BOLIVAR,,309,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
310,PACHACAMAC 2-50 Y AV. PASEO DE LOS CAÑARIS,EN LA MANZANA DEL HOSPITAL SAN MARTIN DE PORRES,310,BELLAVISTA;
"311,AV. PASEO DE LOS CAÑARIS Y LOS CACIQUES,,311,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"312,Simon Bolivar 6-22 Hermano Miguel,,312,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
313,AUTOPISTA CUENCA MOLLETURO KM 3 S/N,SAN SEBASTIAN,313,GIL RAMÍREZ DÁVALOS;
"314,OCTAVIO DIAZ 6-47 GARCIA MORENO,,314,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"315,Avenida De Las Americas S/N Amazonas,,315,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
316,MAX ULHE Y JORGE CARRERA ANDRADE, Junto a la Mutualista Azuay ,316,EL SAGRARIO;
317,HERMANO MIGUEL 9-38 BOLIVAR, FRENTE A COPERA ,317,SAN JOAQUÍN;
318,GRAN COLOMBIA No. 6-99 y BORRERO, ATRAS DE LA SALA DE VELACIONES DEL MUNICIPIO DE CUENCA ,318,SAN BLAS;
319,JUAN MONTALVO 7-23, Frente al centro comercial EL ARENAL junto al tunel de acceso del TRANVIA&nbsp  ,319,EL BATÁN;
"320,LA CONDOMINE 13-66 Y AV. 3 DE NOVIEMBRE,,320,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
321,FRANCISCO MOSCOSO 4-31 RAFAEL TORRES,CENTRO,321,EL SAGRARIO;
"322,JUAN JARAMILLO 7-34 PRESIDENTE BORRERO,,322,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"323,ROBERTO AGUILAR S/N Y AV. 3 DE NOVIEMBRE,,323,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"324,JUAN JARAMILLO 7-85 Y LUIS CORDERO ,,324,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"325,AV. PASEO DE LOS CAÑARIS 5-30 ENRIQUE GIL GILBERT,"" Desde el centro de la ciudad, tomar la calle Larga, seuir por Todos Santos, seguir por la avenida Paucarbamba inmediatamente después de pasar la Clínica Paucargamba, girar a la derecha, seguir por la calle Rafael Torres hasta llegar a la avenida Francisco Moscoso.    &nbsp     Otra ruta desde el centro de la ciudad, bajar por el Centenario y tomar la avenida Solano hasta el redondel de la avenida 10 de agosto, seguir por la avenida 10 de agosto hasta el semáforo de&nbsp la avenida Francisco Moscoso, girar a la izquierda, pasar una cuadra hasta el parque del ECU 911 "",325,HUAYNACÁPAC";
326,PASEO DE LOS CAÑARIS 5-30,GIL RAMIREZ DAVALOS,326,GIL RAMÍREZ DÁVALOS;
"327,GRAN COLOMBIA Y E DE TORAL,,327,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"328,LUIS CORDERO 12-91 Y VEGA MUÑOZ,,328,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
329,CARLOS V N5 E ISABEL LA CATOLICA,A DOS CUADRAS DEL COLEGIO CESAR DAVILA,329,CAÑARIBAMBA;
"330,YANAHURCO S/N Y LOS ANDES,,330,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"331,REMIGIO CRESPO S/N SANTA CRUZ,,331,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"332,GRAN COLOMBIA 2-07 MANUEL VEGA,,332,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"333,LUIS COREDERO 11 29 MARISCAL LAMAR,,333,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"334,GRAN COLOMBIA  2-07 MANUEL VEGA,,334,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
335,HONORATO VASQUEZ 7-17 Y ANTONIO BORRERO,CENTRO COMERCIAL BATAN,335,EL BATÁN;
336,FRANCISCO MOSCOSO 1-16 MIGUEL CORDERO DAVILA,A UNA CUADRA DEL PARQUE SAN BLAS,336,SAN BLAS;
337,Bolivar s/n Coronel Talbot, El hotel esta ubicado a dos cuadras del Parque Calderon ( Central) frente al calzado Damita. ,337,EL SAGRARIO;
338,BENIGNO MALO 10-42 Y GRAN COLOMBIA, ATRAS DE SAN PARQUE SAN&nbsp  BLAS&nbsp  ,338,SAN BLAS;
"339,VIA CUENCA NARANJAL KM 32,,339,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
340,Isauro Rodríguez s/n Miguel Ortega,CLINICA SANTA ANA,340,SUCRE;
"341,ANTONIO BORRERO 4-58 HONORATO VAZQUEZ ,"" el local se encuentra en los interiores del parque San Sebastian , frente a la pileta "",341,SAN SEBASTIÁN";
"342,""PRIMERO DE SEPTIEMBRE Y CANTON MONTALVO, VIA MISICATA"",,342,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"343,ALFONSO MORENO MORA 2-01 Y FEDERICO PROAÑO,,343,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"344,PANAMERICA NORTE 2-36,"" Barrio La Florida, a 50 metros del club de recepciones Jardínes de San Joaquín. "",344,EL BATÁN";
345,GASPAR SANGURIMA 2-45 MANUEL VEGA, Frente a la puerta principal&nbsp iglesia de la Merced&nbsp  ,345,EL SAGRARIO;
346,AV RICARDO DURAN BAÑOS,CENTRO COMERCIAL MALL DEL RIO,346,YANUNCAY;
"347,PANAMERICANA SUR ENTRADA A AUTOPISTA,,347,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"348,PRESIDENTE CORDOVA 11-49 ENTRE TARQUI Y GENERAL TORRES,,348,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"349,La madrid S/N Aranjuez,,349,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
350,AV 12 DE OCTUBRE Y GONZALO PIZARRO,A DOS CUADRAS DE LA PLAZA ROTARY,350,SAN BLAS;
"351,AV. ORDOÑEZ LAZO NO. 3-11 Y LOS PINOS,,351,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"352,RICAURTE: VIA A LA MERCED A 1 KM.  SECTOR MOLINOPAMBA,,352,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
353,VIA AL VALLE S/N SECTOR EL COCO,'',353,EL SAGRARIO;
354,PUMAPUNGO Y PASEO DE LOS CAÑARIS, ubicado frente al terminal terrestre.&nbsp  ,354,EL VECINO;
"355,JUAN MONTALVO 10-44 GRAN COLOMBIA,,355,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"356,GRANADINAS 1-07 AMAZONAS,,356,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"357,FLORENCIA ASTUDILLO Y FEDERICO MALO,,357,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
358,PASEO 3 DE NOVIEMBRE Y BAJADA TODOS LOS SANTOS,EL VALLE,358,VALLE;
"359,ORDOÑEZ LASSO S/N CALLE DE LA PIMIENTA,,359,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"360,GASPAR SANGURIMA 2-42 MANUEL VEGA,"" POR LA JUAN MONTALVO, PASA LA CALLE MARISCAL LAMAR, A MEDIA CUADRA ANTES DE&nbsp LA GRAN COLOMBIA&nbsp  "",360,SAN SEBASTIÁN";
361,LUIS CORDERO YA V HEROES DE VERDELOMA,JUNTO A LA FERRETERIA AYALA,361,EL BATÁN;
"362,AV. 10 DE AGOSTO Y EDUARDO MALO,,362,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"363,ARANJUEZ 1-31 MADRID,,363,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
364,PASEO DE LOS CAÑARIS Y CAMILO EGAS,ORDOÑEZ LASSO,364,SAN SEBASTIÁN;
365,ROBERTO CRESPO Y AV DEL ESTADIO, SANGURIMA 2-42 Y MANUEL VEGA    &nbsp  ,365,SAN BLAS;
"366,REMIGIO CRESPO 1-127 Y AV. DDEL ESTADIO,,366,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"367,REPÚBLICA DE BRASIL 3-201 REMIGIO CRESPO,,367,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
368,AV. 12 DE ABRIL 11-05 Y FLORENCIA ASTUDILLO,FRENTE AL TERMINAL TERRESTRE,368,EL VECINO;
"369,Calle Morona 1-36 Calle Cañar,,369,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"370,Las Antenas de Misicata casa 2 Calle Cantón Zapotillo,,370,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"371,AV. HUAYNA CAPAC 1-100 Y PIO BRAVO,,371,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"372,GRAN COLOMBIA Y CORONEL TALBOT,,372,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
373,DEL BATAN 1-22 Y AV. 12 DE ABRIL, FRENTE AL BATAN SHOPPING. ,373,EL BATÁN;
"374,VIA A PATAMARCA Y SOR MARIA DE JESUS,,374,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
375,LA CONDAMINE 12-102 TARQUI, La vivienda se encuentra ubicada a media cuadra del local comercial Casa de Reinas ,375,SUCRE;
376,MIGUEL CORDERO 6-50 Y NICANOR AGUILAR, vivienda ubicada en la Ciudadela Solidaridad y Vida a cinco cuadras de la escuela ROOSEUD en el Barrio las Antenas de Misicata ,376,BAÑOS;
"377,LUIS CORDERO 5-92 Y JUAN JARAMILLO,,377,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"378,LA Y S-N BARRIO DEL GRAN PODER,,378,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"379,CENTRO COMERCIAL MALL DEL RIO,,379,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"380,GUAPONDELIG 6-77,,380,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
381,Hermano miguel 4.36 Calle larga,CRUZ DEL VADO,381,GIL RAMÍREZ DÁVALOS;
"382,FELIPE II 00 AUTOPISTA CUENCA AZOGUES,,382,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"383,AV. DE LAS AMERICAS S/N (FERIA LIBRE),,383,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
384,AV. RICARDO DURAN 5-27 NO TIENE , A CINCO CUADRAS DE LA ESCUELA BUENA ESPERANZA ,384,RICAURTE;
"385,REMIGIO CRESPO Y MIGUEL DIAZ,,385,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"386,KM 21 VIA CUENCA GIRON Y CALLE VIEJA,,386,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"387,""AV. MIRADOR DE TURI, A 150M DE LA IGLESIA DE TURI"",,387,EL SAGRARIO";
388,AV. 12 DE ABRIL S/N Y SAN SALVADOR,MAAL DEL RIO,388,YANUNCAY;
"389,CALLE LARGA 7-78 LUIS CORDERO,,389,""CUENCA, CABECERA CANTONAL Y CAPITAL PROVINCIAL.""";
"390,Isabel la Católica S/N 12 DE OCTUBRE,""JUNTO A LA HOSTAL BOEMIA DREAMS, FRENTA A LAS CANCHAS PLANETA FUTBOL"",390,BAÑOS";
